InfoProvider;Categoria de Registro;Requisição BW;ID de sistema fonte;Data da última modificação;Nº Contrato;Empresa (Código);Empresa;Catalogo (Codigo);Catalogo;Nº Item do Contrato Superior;Data de Criação;Código de Eliminação;Descrição da Nota de QM;Categoria do Documento de Compras (Código);Categoria do Documento de Compras;Data do documento de compra;Item do Documento de Compras;Nº Documento de Material;Nº Pedido;Documento de Referência;Ano do documento de material;Etapa de Avaliação de Desempenho (Código);Etapa de Avaliação de Desempenho;Frente do Aprovador;Frente do Avaliador;Frequência de Avaliação (Código);Frequência de Avaliação;GUID Avaliação Final;GUID Avaliação Macro;Avaliação;Incoterms (Código);Incoterms;Item do Documento de Material;Item do Documento de Referência;Macrocategoria;Material (Código);Material;Família de Material (Código);Grupo de Mercadorias da Família (Código);Grupo de Mercadorias da Família;Tipo de Material da Família (Código);Tipo de Material da Família;Família de Material;Grupo de Material (Código);Grupo de Material;Motivo (Código);Motivo;Nota de QM;Nota de QM (Desc2);Organização de Compras (Código);Organização de Compras;Grupo de Códigos (Código);Grupo de Códigos;Segmento (Código);Segmento;Tipo de Configuração (Código);Tipo de Configuração;Cód.domicílio fiscal;Denominação Breve do Material;Aprovador;Nome do Aprovador;Avaliador;Nome do Avaliador;Fim do Prazo;Início do Prazo;Fornecedor (Código);Data de Validade CRCC;Indicador Corporativo;Número do CRCC;Fornecedor;Moeda (Código);Moeda;Moeda Valor;Contador BW;Contador para Documentos;Nota Final;Nota Macrocriterio;Nota Rev Macrocriterio;Peso Macrocriterio;Valor Bruto;Macrocritério
PBAMM008;0;00000000000000000000000;PB;27/11/2018;4600035395;1000;Petróleo Brasileiro S.A.;;;00010;27/11/2018;;;F;;12/09/2018;000010;5000062385;4500045306;4500045306;2018;05;;;;;;0A246B147FC51ED8BCCFD8EA682045E7;0A246B147FC51ED8BCCFD8EA686A05E7;0000009283;999;Genérico para Serviços;000001;000010;000;;;;;;;;;10101500A;PROD MICROBIOLOGICO;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;TESTE;;;;;31/12/2060;01/09/2018;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;0;6;6;6;10;1151,5;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;18/12/2018;4600035534;1000;Petróleo Brasileiro S.A.;;;00070;18/12/2018;;;F;;21/11/2018;000010;;4500045823;4500045823;0000;02;;TIC/ADS-TI/SINPG;TIC/ADS-TI/SINPG;;;0A246B147FC51ED8BBAEBF96BF3C44DA;0A246B147FC51ED890E0A4270FDCCFB8;0000009330;999;Genérico para Serviços;000000;000010;000;000000000070000058;Construção Instal. e Mont. Industriais;000000000099000153;;;;;;S0006;4401000007;;;;;2100;MM-E&P-UO-BC;;;;;G;;RJ;CONSTRUÇÃO INSTAL. E MONT. INDUSTRIAIS;TST_01;Usuario de Teste;TST_01;Usuario de Teste;19/11/2018;19/11/2018;0010000321;00000000;;;ENGE-HIDRA COMERCIAL TECNICA LTDA.;BRL;;BRL;1;1;3,5;3,5;3,5;2;147,66;GESTÃO
PBAMM008;0;00000000000000000000000;PB;20/07/2018;;1000;Petróleo Brasileiro S.A.;;;00000;20/07/2018;;;F;;20/07/2018;000010;5000061522;4500045030;4500045030;2018;05;;;;;;0A246B147FC51ED8A3862557FC3188C1;0A246B147FC51ED8A3862557FC5708C1;0000002877;DDP;Entregue desalfandegado;000001;000010;000;000000000010000003;Daktarin compr. 0,75mg;;;;;;;44101502A;PARTE APARELHO FAX;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;MANÔMETRO DIF.VIDRO 0A4M3 SEG.;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;6;6;6;4;-1150000;PRAZO
PBAMM008;0;00000000000000000000000;PB;21/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;21/08/2018;;;F;;17/08/2018;000030;5000061682;4500045147;4500045147;2018;05;;;;;;0A246B147FC51ED8A9AEFC1BA9188C83;0A246B147FC51ED8A9AEFC1BA9520C83;0000003019;CIF;Custo, seguro & frete;000001;000030;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003285;00000000;;;ALGECO LOCAÇÃO E SERVIÇOS LTDA;BRL;;BRL;1;0;6;6;6;10;40000;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;14/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;14/08/2018;X;;F;;14/08/2018;000020;5000061635;4500045127;4500045127;2018;05;;;;;;0A246B147FC51ED8A7F71AE062D5CC29;0A246B147FC51ED8A7F71AE063090C29;0000002999;CIF;Custo, seguro & frete;000001;000020;000;000000000010000197;"Broca DSINT PDC 1,75"" IADC M121";;;;;;;20121604;BROCA PERF PDC;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;BROCA DSINT PDC 1,75  IADC M121;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;6;6;6;4;1525,6;PRAZO
PBAMM008;0;00000000000000000000000;PB;03/12/2018;;1000;Petróleo Brasileiro S.A.;;;00000;03/12/2018;;;F;;18/09/2018;000030;5000062445;4500045395;4500045395;2018;05;;;;;;0A246B147FC51ED8BDE2F80933DC072E;0A246B147FC51ED8BDE2F809342AC72E;0000009300;CIF;Custo, seguro & frete;000001;000030;000;;;;;;;;;10151516;MUDAS SEM SOJA;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;TESTE PROCMIRO;;;;;;;0010003770;00000000;X;;BRASCORDA S.A.;BRL;;BRL;1;0;6;6;6;10;60;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;25/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;25/08/2018;;;F;;01/08/2018;000010;5000061791;4500045203;4500045203;2018;05;;;;;;0A246B147FC51ED8AA94CB6038D50DEC;0A246B147FC51ED8AA94CB603914CDEC;0000003083;CIF;Custo, seguro & frete;000001;000010;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003285;00000000;;;ALGECO LOCAÇÃO E SERVIÇOS LTDA;BRL;;BRL;1;0;4,570000172;6;6;10;33349363,8;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;26/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;26/08/2018;X;;F;;01/08/2018;000010;5000061794;4500045203;4500045203;2018;05;;;;;;0A246B147FC51ED8AAA55DB7C2C7CD27;0A246B147FC51ED8AAA55DB7C2FECD27;0000003092;CIF;Custo, seguro & frete;000001;000010;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003285;00000000;;;ALGECO LOCAÇÃO E SERVIÇOS LTDA;BRL;;BRL;1;0;4,570000172;6;6;10;33349363,8;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;13/12/2018;;;;;;00000;13/12/2018;;;;;;000010;5000062573;4500045997;4500045997;2018;05;;;;;;0A246B147FC51ED8BFDBCDB0B210471D;0A246B147FC51ED8BFDBCDB0B23D471D;0000009321;;;000001;000010;000;;;;;;;;;;;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;;;;;;;;0010119348;00000000;;;TESTE TAFS VALMIR CORP PS;BRL;;BRL;1;1;6;6;6;4;152380;PRAZO
PBAMM008;0;00000000000000000000000;PB;18/12/2018;4600035534;1000;Petróleo Brasileiro S.A.;;;00080;18/12/2018;;;F;;21/11/2018;000010;;4500045826;4500045826;0000;02;;TIC/CPOM/STSIS/SUST;TIC/ADS-TI/SINPG;;;0A246B147FC51ED8BCE87244B6CA45E0;0A246B147FC51ED890E0A4270FDCCFB8;0000009340;999;Genérico para Serviços;000000;000010;000;000000000070000220;;000000000099000153;;;;;;S0180;;;;;;2100;MM-E&P-UO-BC;;;;;G;;RJ;LOCAÇÃO DE TERRENOS   DIREITO DE USO;XX82;Marcio Chagas MA Alvares;TST_01;Usuario de Teste;21/11/2018;21/11/2018;0010000321;00000000;;;ENGE-HIDRA COMERCIAL TECNICA LTDA.;BRL;;BRL;1;1;3,5;3,5;3,5;2;135,54;GESTÃO
PBAMM008;0;00000000000000000000000;PB;21/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;21/08/2018;X;;F;;27/07/2018;000010;5000061670;4500045065;4500045065;2018;05;;;;;;0A246B147FC51ED8A9A9557DC2524D3E;0A246B147FC51ED8A9A9557DC2894D3E;0000003016;CIF;Custo, seguro & frete;000001;000010;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003770;00000000;X;;BRASCORDA S.A.;BRL;;BRL;1;0;6;6;6;10;47,24;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;21/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;21/08/2018;X;;F;;27/07/2018;000010;5000061670;4500045065;4500045065;2018;05;;;;;;0A246B147FC51ED8A9A9557DC2524D3E;0A246B147FC51ED8A9A9557DC27E0D3E;0000003016;CIF;Custo, seguro & frete;000001;000010;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003770;00000000;X;;BRASCORDA S.A.;BRL;;BRL;1;1;6;6;6;4;47,24;PRAZO
PBAMM008;0;00000000000000000000000;PB;03/07/2018;;1000;Petróleo Brasileiro S.A.;;;00000;03/07/2018;X;;F;;10/03/2018;000010;5000061282;4500044777;4500044777;2018;05;;;;;;0A246B147FC51ED89FD75A8DB175442F;0A246B147FC51ED89FD75A8DB1A8842F;0000002812;CIF;Custo, seguro & frete;000001;000010;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003285;00000000;;;ALGECO LOCAÇÃO E SERVIÇOS LTDA;BRL;;BRL;1;0;4,570000172;6;6;10;3149,2;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;09/01/2019;;1000;Petróleo Brasileiro S.A.;;;00000;09/01/2019;X;;F;;01/08/2017;000020;5000062868;4500045201;4500045201;2019;05;;;;;;0A246B147FC51ED9858754D37B638DD3;0A246B147FC51ED9858754D37BAE8DD3;0000009362;CIP;Seguro com frete pago;000001;000020;000;;;;;;;;;;;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;;;;;;;;0010000219;00000000;;;SIGN NOW COMUNICACAO VISUAL LTDA;BRL;;BRL;1;0;4,570000172;6;6;10;2000;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;10/12/2018;;1000;Petróleo Brasileiro S.A.;;;00000;10/12/2018;;;F;;27/08/2018;000020;;4500045209;4500045209;0000;08;;;;;;0A246B147FC51ED8BF92A60232FA48F5;0A246B147FC51ED798B6C1CBB399CB72;0000009302;999;Genérico para Serviços;000000;000020;000;000000000070000098;Serviços Técnicos Especializados;000000000099000375;;;;;;S0001;4401000002;;;;;0020;MM-MATERIAIS;;;;;;;RJ;SERVIÇOS TÉCNICOS ESPECIALIZADOS;;;;;31/12/2018;23/08/2018;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;1;1;1;1;1101928,38;SMS
PBAMM008;0;00000000000000000000000;PB;09/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;09/08/2018;X;;F;;08/08/2018;000010;5000061607;4500045100;4500045100;2018;05;;;;;;0A246B147FC51ED8A781B0E72D7FCBF5;0A246B147FC51ED8A781B0E72DB94BF5;0000002980;CIP;Seguro com frete pago;000001;000010;000;;;;;;;;;10161700A;ARRANJOS DE FLORES;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;TESTE DO ALARME;;;;;;;0010000219;00000000;;;SIGN NOW COMUNICACAO VISUAL LTDA;BRL;;BRL;1;1;4,570000172;1;1;4;200;PRAZO
PBAMM008;0;00000000000000000000000;PB;02/07/2018;;1000;Petróleo Brasileiro S.A.;;;00000;02/07/2018;;;F;;28/06/2018;000010;5000061255;4500044738;4500044738;2018;05;;;;;;0A246B147FC51ED89FC6A25D95CF016A;0A246B147FC51ED89FC6A25D960C416A;0000002810;CIF;Custo, seguro & frete;000001;000010;000;000000000010000030;Tubo AC 5L-X46 s/c NBR 5580;;;;;;;41112901A;PARTES DE BUSSOLA;;;;;2100;MM-E&P-UO-BC;;;;;B;;RJ;TUBO AC 5L B PSL 2 S C 1 2  SCH160;;;;;;;0010001496;00000000;;;ACOFLAN DISTR. DE CONEXÕES E FLANGE;BRL;;BRL;1;0;6;6;6;10;1351570;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;25/07/2018;;1000;Petróleo Brasileiro S.A.;;;00000;25/07/2018;;;F;;25/07/2018;000010;5000061539;4500045047;4500045047;2018;05;;;;;;0A246B147FC51ED8A482F0DED6EF485F;0A246B147FC51ED8A482F0DED728C85F;0000002891;DDP;Entregue desalfandegado;000001;000010;000;000000000010000003;Daktarin compr. 0,75mg;;;;;;;44101502A;PARTE APARELHO FAX;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;MANÔMETRO DIF.VIDRO 0A4M3 SEG.;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;0;6;6;6;10;2300000;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;09/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;09/08/2018;X;;F;;15/01/2018;000010;5000061594;4500043569;4500043569;2018;05;;;;;;0A246B147FC51ED8A6FBDA0314EE8BC0;0A246B147FC51ED8A6FBDA0315794BC0;0000002975;CIF;Custo, seguro & frete;000001;000010;000;000000000010000197;"Broca DSINT PDC 1,75"" IADC M121";;;;;;;20121604;BROCA PERF PDC;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;BROCA DSINT PDC 1,75  IADC M121;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;0;4,570000172;6;6;10;37119,13;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;25/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;25/08/2018;;;F;;01/08/2018;000020;5000061793;4500045203;4500045203;2018;05;;;;;;0A246B147FC51ED8AA96C60CCC228E74;0A246B147FC51ED8AA96C60CCC5E8E74;0000003091;CIF;Custo, seguro & frete;000001;000020;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003770;00000000;X;;BRASCORDA S.A.;BRL;;BRL;1;0;4,570000172;6;6;10;25012022,85;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;26/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;26/08/2018;X;;F;;01/08/2018;000010;5000061796;4500045203;4500045203;2018;05;;;;;;0A246B147FC51ED8AAA582F98845CDCA;0A246B147FC51ED8AAA582F98B0A8DCA;0000003095;CIF;Custo, seguro & frete;000001;000010;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003285;00000000;;;ALGECO LOCAÇÃO E SERVIÇOS LTDA;BRL;;BRL;1;1;4,570000172;1;1;4;33349363,8;PRAZO
PBAMM008;0;00000000000000000000000;PB;29/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;29/08/2018;;;F;;29/08/2018;000010;5000061856;4500045219;4500045219;2018;05;;;;;;0A246B147FC51ED8AAFB86962584CEBB;0A246B147FC51ED8AAFB869625B08EBB;0000006418;CIF;Custo, seguro & frete;000001;000010;000;000000000010861637;"Tubo(tube) 268-410 0.125x 0.018"" x10m AS";;;;;;;31231319;TUBO CONFOR ACO INOX;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;TUBO TUBE  268 410 0.125X 0.018  X10M AS;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;6;6;6;4;5681,8;PRAZO
PBAMM008;0;00000000000000000000000;PB;10/10/2018;;1000;Petróleo Brasileiro S.A.;;;00000;10/10/2018;;;F;;10/10/2018;000010;5000062133;4500045534;4500045534;2018;05;;;;;;0A246B147FC51ED8B39B4C479905534F;0A246B147FC51ED8B39B4C479960934F;0000009249;CIF;Custo, seguro & frete;000001;000010;000;000000000010011700;Tubo AC A106-B c/c API 5L;;;;;;;40142101;TUBO COND.ACO CARBON;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;TUBO AC A106 B C C API 5L;;;;;31/12/2018;08/10/2018;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;6;6;6;4;18356,46;PRAZO
PBAMM008;0;00000000000000000000000;PB;23/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;23/08/2018;;;F;;10/03/2018;000010;5000061718;4500045181;4500045181;2018;05;;;;;;0A246B147FC51ED8A9DB8639C55E8DEF;0A246B147FC51ED8A9DB8639C5CC8DEF;0000003039;CIP;Seguro com frete pago;000001;000010;000;000000000010000030;Tubo AC 5L-X46 s/c NBR 5580;;;;;;;41112901A;PARTES DE BUSSOLA;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;TUBO AC 5L B PSL 2 S C 1 2  SCH160;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;6;6;6;4;23259;PRAZO
PBAMM008;0;00000000000000000000000;PB;25/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;25/08/2018;X;;F;;01/08/2018;000010;5000061787;4500045203;4500045203;2018;05;;;;;;0A246B147FC51ED8AA941A9A04FCCE1A;0A246B147FC51ED8AA941A9A05314E1A;0000003079;CIF;Custo, seguro & frete;000001;000010;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003770;00000000;X;;BRASCORDA S.A.;BRL;;BRL;1;0;6;6;6;10;25012022,85;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;02/01/2019;;;;;;00000;02/01/2019;;;;;;000010;5000062833;4500046134;4500046134;2019;05;;;;;;0A246B147FC51ED983D9166ADF774E17;0A246B147FC51ED983D9166ADFAE4E17;0000009355;;;000001;000010;000;;;;;;;;;;;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;;;;;;;;0010025221;00000000;X;0000000000;CHEMTECH SERVICOS DE ENGENHARIA E;BRL;;BRL;1;0;6;6;6;10;559190;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;27/07/2018;;1000;Petróleo Brasileiro S.A.;Y;;00000;27/07/2018;X;;F;;27/07/2018;000010;;4500045073;4500045073;0000;07;;;;;;0A246B147FC51ED8A4B9F59C4D3E4A91;0A246B147FC51EE7B1C5DC74DA59C889;0000002916;DDP;Entregue desalfandegado;000000;000010;000;000000000010000003;Daktarin compr. 0,75mg;;;;;;;44101502A;PARTE APARELHO FAX;Q101;;000200107289;;0020;MM-MATERIAIS;QM-IDF;;;;;;RJ;MANÔMETRO DIF.VIDRO 0A4M3 SEG.;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;6;6;6;1;2300000;PRAZO
PBAMM008;0;00000000000000000000000;PB;15/01/2019;;1000;Petróleo Brasileiro S.A.;;;00000;15/01/2019;;;F;;01/08/2017;000120;5000062938;4500045201;4500045201;2019;05;;;;;;0A246B147FC51ED9869E69482B310C68;0A246B147FC51ED9869E69482B5F4C68;0000009396;CIP;Seguro com frete pago;000001;000120;000;;;;;;;;;;;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;;;;;;;;0010000219;00000000;;;SIGN NOW COMUNICACAO VISUAL LTDA;BRL;;BRL;1;1;4,570000172;1;1;4;500;PRAZO
PBAMM008;0;00000000000000000000000;PB;30/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;30/08/2018;X;;F;;30/08/2018;000010;5000061857;4500045221;4500045221;2018;05;;;;;;0A246B147FC51ED8AB88E4B539A38EBB;0A246B147FC51ED8AB88E4B539D58EBB;0000006419;CIF;Custo, seguro & frete;000001;000010;002;000000000010008480;;000000000098000056;;;;;;31231319;TUBO CONFOR ACO INOX;;;;;1050;MM-AB-UN-REDUC;;;PGAM;Páginas Amarelas;B;;PR;TUBO TUBE  269 316L 0.125X 0.018;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;0;6;6;6;10;5681,8;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;28/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;28/08/2018;X;;F;;14/08/2018;000020;5000061807;4500045127;4500045127;2018;05;;;;;;0A246B147FC51ED8AADA28FEBC344E06;0A246B147FC51ED8AADA28FEBC6B4E06;0000003109;CIF;Custo, seguro & frete;000001;000020;000;000000000010000197;"Broca DSINT PDC 1,75"" IADC M121";;;;;;;20121604;BROCA PERF PDC;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;BROCA DSINT PDC 1,75  IADC M121;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;0;4,570000172;6;6;10;7628;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;03/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;03/08/2018;;;F;;03/08/2018;000050;;4500045088;4500045088;0000;08;;;;;;0A246B147FC51ED8A5EA579C5D614AB8;0A246B147FC51ED798B6C1CBB399CB72;0000002954;DDP;Entregue desalfandegado;000000;000050;000;000000000010000003;Daktarin compr. 0,75mg;;;;;;;44101502A;PARTE APARELHO FAX;;;;;0020;MM-MATERIAIS;;;;;;;RJ;MANÔMETRO DIF.VIDRO 0A4M3 SEG.;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;1;1;1;1;2300000;SMS
PBAMM008;0;00000000000000000000000;PB;07/07/2018;;1000;Petróleo Brasileiro S.A.;;;00000;07/07/2018;;;F;;07/07/2018;000010;5000061442;4500044933;4500044933;2018;05;;;;;;0A246B147FC51ED8A0C0E071F145C520;0A246B147FC51ED8A0C0E071F18BC520;0000002852;FOB;Livre a Bordo;000001;000010;000;000000000010000003;Daktarin compr. 0,75mg;;;;;;;44101502A;PARTE APARELHO FAX;;;;;6000;MM-PETROBRAS;;;;;B;;RJ;MANÔMETRO DIF.VIDRO 0A4M3 SEG.;;;;;;;0010003770;00000000;X;;BRASCORDA S.A.;BRL;;BRL;1;0;6;6;6;10;360,9;QUALIDADE
PBAMM008;0;00000000000000000000000;PB;29/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;29/08/2018;X;;F;;29/08/2018;000010;5000061832;4500045214;4500045214;2018;05;;;;;;0A246B147FC51ED8AAF793887683CE8E;0A246B147FC51ED8AAF7938876B0CE8E;0000006408;CIF;Custo, seguro & frete;000001;000010;000;000000000010007133;Barra roscada AC 8.8 3/16-24FPP;;;;;;;31161618;BARRA ROSCADA;;;;;1050;MM-AB-UN-REDUC;;;;;B;;PR;AC 8.8 3 16 24FPP;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;6;6;6;4;7954,52;PRAZO
PBAMM008;0;00000000000000000000000;PB;11/01/2019;;1000;Petróleo Brasileiro S.A.;;;00000;11/01/2019;X;;F;;01/08/2017;000040;5000062888;4500045201;4500045201;2019;05;;;;;;0A246B147FC51ED985B70E4897DE8FE3;0A246B147FC51ED985B70E489816CFE3;0000009373;CIP;Seguro com frete pago;000001;000040;000;;;;;;;;;;;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;;;;;;;;0010000219;00000000;;;SIGN NOW COMUNICACAO VISUAL LTDA;BRL;;BRL;1;1;4,570000172;1;1;4;2000;PRAZO
PBAMM008;0;00000000000000000000000;PB;28/08/2018;;1000;Petróleo Brasileiro S.A.;;;00000;28/08/2018;X;;F;;14/08/2018;000020;5000061807;4500045127;4500045127;2018;05;;;;;;0A246B147FC51ED8AADA28FEBC344E06;0A246B147FC51ED8AADA28FEBC600E06;0000003109;CIF;Custo, seguro & frete;000001;000020;000;000000000010000197;"Broca DSINT PDC 1,75"" IADC M121";;;;;;;20121604;BROCA PERF PDC;;;;;1050;MM-AB-UN-REDUC;;;;;B;;RJ;BROCA DSINT PDC 1,75  IADC M121;;;;;;;0010000190;00000000;X;0000000000;BOXFILE IMPORTACAO E EXPORTACAO;BRL;;BRL;1;1;4,570000172;1;1;4;7628;PRAZO
PBAMM008;0;00000000000000000000000;PB;04/07/2018;;1000;Petróleo Brasileiro S.A.;;;00000;04/07/2018;;;F;;04/07/2018;000010;5000061428;4500044915;4500044915;2018;05;;;;;;0A246B147FC51ED89FF7B06D6E34058D;0A246B147FC51ED89FF7B06D6E5FC58D;0000002837;CIF;Custo, seguro & frete;000001;000010;000;000000000010002412;Flange encaixe p/tubo ASME B16.5 FP 150L;;;;;;;40142409C;FL ENC N/METAL P/TUB;;;;;0020;MM-MATERIAIS;;;;;B;;RJ;FLANGE ENCAIXE P TUBO ASME B16.5 FP 150L;;;;;25/06/2017;26/05/2017;0010003318;00000000;;;APROP MACAE COMERCIAL E TECNICA;BRL;;BRL;1;1;4,570000172;1;1;4;472,38;PRAZO
PBAMM008;0;00000000000000000000000;PB;01/08/2018;4600035364;1000;Petróleo Brasileiro S.A.;;;00010;01/08/2018;;;F;;01/08/2018;000010;;4500045083;4500045083;0000;02;;TIC/ADS-TI/SINPG;TIC/CPSOL/APCORP;FIM;Fim do Contrato;0A246B147FC51ED8A5B61FCF32600B0F;0A246B147FC51ED89BE91E861FAA822C;0000002944;DDP;Entregue desalfandegado;000000;000010;004;000000000070000001;Projetos fundações e serv. geotécnicos;000000000099000233;;;;;;S0001;4401000002;;;;;0020;MM-MATERIAIS;;;PGAM;Páginas Amarelas;M;;RJ;PROJETOS FUNDAÇÕES E SERV. GEOTÉCNICOS;TST_01;Usuario de Teste;Y1XI;Alexandre dos Santos;31/12/2018;01/08/2018;0010025995;00000000;;;V & M DO BRASIL S. A.;BRL;;BRL;1;1;6;6;6;30;550964,19;PRAZO
